index,delay,distance,gamma,latsrc,lattgt,lonsrc,lontgt,theta,uvector,vvector
22,17,3.2022344838017824,0.035865,5150439.692005302,5149766.382002468,-9761049.550208194,-9767951.358637378,0.09724786477412767,-0.03569554331901754,-0.0034822998377713986
23,10,1.7588342435416617,0.0290493,5146064.025546592,5149766.382002468,-9768841.914563721,-9767951.358637378,1.3347430899247654,0.006793676830172979,0.028243721171566094
24,8,2.178867298629461,0.0346903,5145054.54104323,5149766.382002468,-9768173.997618962,-9767951.358637378,1.5235804905059205,0.0016373230103820745,0.0346516390297728
25,20,3.0421839578594496,0.034864599999999996,5147073.616764082,5149766.382002468,-9761940.10613454,-9767951.358637378,-0.42115125669474407,-0.03181809284391052,0.014253045321484453
26,15,2.3409522807283034,0.0310654,5144718.069916708,5149766.382002468,-9768396.63660055,-9767951.358637378,1.4828206653652378,0.0027294750366703333,0.030945258815918694
27,18,2.7760789032628734,0.0438228,5153806.954721593,5149766.382002468,-9772404.138269108,-9767951.358637378,-0.7369033277690723,0.03245310878323413,-0.02944882901141524
28,11,1.9103306084837848,0.0326751,5145727.51885682,5149766.382002468,-9768841.914563721,-9767951.358637378,1.353772317973676,0.007035746262904163,0.03190862633417537
29,7,1.6137215583116058,0.162741,5147073.616764082,5149766.382002468,-9765724.96882151,-9767951.358637378,-0.8799236575281084,-0.10370018975438491,0.12542289952757654
30,8,0.8796647987702425,0.033847,5145054.54104323,5145727.51885682,-9753925.102797426,-9755706.214650115,-0.36125943929397814,-0.03166225784074436,0.01196331214280654
31,0,1.4029162173998413,0.033297900000000005,5142699.491996069,5145727.51885682,-9755928.853631705,-9755706.214650115,1.4974023027909726,0.0024416734068144303,0.033208257638491896
32,17,1.3884198793025353,0.050770800000000005,5143035.892032646,5145727.51885682,-9754370.380760597,-9755706.214650115,-1.110119208403228,-0.02257039973126593,0.04547802973536641
33,13,2.2954204118772656,0.0382694,5147410.170890487,5145727.51885682,-9760381.633263433,-9755706.214650115,-0.34546115703349134,0.036008420533069914,-0.012959190834060172
34,15,2.412222602879005,0.055903999999999995,5140681.340444658,5145727.51885682,-9754370.380760597,-9755706.214650115,-1.3120104748895283,-0.014306226165796696,0.05404247504410835
35,20,0.8794870067078203,0.030547900000000003,5144045.163217432,5145727.51885682,-9754815.658723768,-9755706.214650115,-1.083944889719008,-0.01429169692245582,0.026998547988487585
36,19,0.2578458935040057,0.0329425,5146064.025546592,5145727.51885682,-9756151.492613286,-9755706.214650115,-0.6471536235402393,0.026281630587921004,-0.01986162631533619
37,3,2.481712750105282,0.03545209999999999,5141354.010272139,5145727.51885682,-9758823.160392325,-9755706.214650115,0.951605790222597,0.020575553853656076,0.02887036504835535
38,14,1.8027579535290308,0.032521100000000004,5147746.736879433,5145727.51885682,-9759045.799373914,-9755706.214650115,-0.543818036004906,0.02782958805933475,-0.0168266447534181
39,12,2.236383893268584,0.023378799999999998,5142699.491996069,5147410.170890487,-9761272.189189782,-9760158.994281843,1.3387403968377403,0.005376629075988195,0.022752146035467474
40,10,0.0,0.0302444,5147410.170890487,5147410.170890487,-9760158.994281843,-9760158.994281843,,,
41,8,1.336904716564507,0.0277353,5147410.170890487,5147410.170890487,-9757264.687521225,-9760158.994281843,-0.0,-0.0277353,-0.0
42,17,2.38572341761646,0.0402039,5146737.0744988695,5147410.170890487,-9755038.297705356,-9760158.994281843,-0.1306969603769671,-0.03986101312003826,0.0052395809235222515
43,16,1.234065892913082,0.0345318,5147410.170890487,5147410.170890487,-9757487.326502806,-9760158.994281843,-0.0,-0.0345318,-0.0
44,9,2.740349996756342,0.0535495,5152459.907051213,5147410.170890487,-9757042.048539637,-9760158.994281843,1.017790026073401,-0.02812675750385601,-0.04556791044769641
45,5,3.174323665984084,0.0272923,5143708.727641975,5147410.170890487,-9754370.380760597,-9760158.994281843,-0.5689124077723063,-0.022993418232322906,0.014702801001288172
46,13,2.8748795855566085,0.029645299999999996,5141690.362942475,5147410.170890487,-9762608.023079298,-9760158.994281843,1.1662468852853007,0.011668526774558702,0.027252326414480773
47,15,1.855674699101364,0.026628700000000005,5146064.025546592,5147410.170890487,-9756374.131594874,-9760158.994281843,-0.34171315437344457,-0.025089080957791696,0.008923322272751014
48,20,2.4458299314738765,0.027699099999999997,5146064.025546592,5147410.170890487,-9765279.690858338,-9760158.994281843,0.25706683811839226,0.026788904216678656,0.007042354129097488
49,0,0.8795291915565,0.0349634,5146737.0744988695,5147410.170890487,-9761940.10613454,-9760158.994281843,0.3613176961252658,0.03270587692722352,0.012359812052831062
50,11,2.4170515070107967,0.0469046,5150776.364818163,5147410.170890487,-9764166.495950405,-9760158.994281843,-0.6986441009071517,0.03591555476309735,-0.03016810281106445
51,18,2.603884138410081,0.0275151,5145054.54104323,5147410.170890487,-9755038.297705356,-9760158.994281843,-0.4311563772472899,-0.024997002853200743,0.01149915546321007
52,19,2.230307499100494,0.0373081,5144718.069916708,5147410.170890487,-9764166.495950405,-9760158.994281843,0.5915241961711789,0.03096914455860375,0.020803999877867317
53,6,1.9103524622998131,0.025564700000000003,5143372.3039141605,5147410.170890487,-9761049.550208194,-9760158.994281843,1.353720442672807,0.005505998718160178,0.024964732408051537
54,7,2.1485850380354754,0.0426624,5148756.506035098,5147410.170890487,-9764611.773913579,-9760158.994281843,-0.29361902018482544,0.040836565991392584,-0.01234727710026139
55,14,0.6942144224192113,0.034081,5146400.544093489,5147410.170890487,-9759045.799373914,-9760158.994281843,-0.736648871494732,-0.025244615783043288,0.022895937084262824
56,2,2.6604347728859112,0.0238286,5144381.610641891,5147410.170890487,-9755260.936686946,-9760158.994281843,-0.5537802990810763,-0.020267237519527217,0.012531610482578373
57,4,2.6751209264083418,0.025369299999999997,5143708.727641975,5147410.170890487,-9764611.773913579,-9760158.994281843,0.6935168280813702,0.019509059140812184,0.016217212890330214
58,7,0.3274915452907611,0.0503474,5146064.025546592,5145391.024022819,-9756151.492613286,-9755928.853631705,-1.251314005590168,0.01581286566848586,-0.047799727678203584
59,0,0.0,1.0,5145391.024022819,5145391.024022819,-9755928.853631705,-9755928.853631705,,,
60,18,0.5157206978821668,0.0451014,5144718.069916708,5145391.024022819,-9756819.409558047,-9755928.853631705,0.64711125882441,0.03598319139417255,0.027190921629292868
61,10,0.6910779149906757,0.0429166,5144718.069916708,5145391.024022819,-9754593.019742185,-9755928.853631705,-0.4666596960406644,-0.038327789295948676,0.019308421044854033
62,3,3.1375194970829074,0.037937599999999995,5142699.491996069,5145391.024022819,-9762162.745116124,-9755928.853631705,0.40758071416601666,0.03482984619103169,0.015038061978495595
63,4,0.1864073881325951,0.0726462,5145727.51885682,5145391.024022819,-9755706.214650115,-9755928.853631705,0.9862806860979673,-0.04008584635141191,-0.06058543799240042
64,20,3.066294896702522,0.0400349,5138999.872973134,5145391.024022819,-9754147.741779007,-9755928.853631705,-1.2990083211019032,-0.01074753854307048,0.03856531645501193
65,6,3.017568199540317,0.057686699999999994,5138999.872973134,5145391.024022819,-9754593.019742185,-9755928.853631705,-1.3647495964850536,-0.011802229308336796,0.05646647448038026
66,13,0.9320669323454436,0.032490899999999996,5143708.727641975,5145391.024022819,-9754815.658723768,-9755928.853631705,-0.9862320540840728,-0.017929650203345023,0.02709587102116648
67,9,2.929410539379661,0.0467007,5147410.170890487,5145391.024022819,-9761940.10613454,-9755928.853631705,-0.3240538625670898,0.04427004121678425,-0.014870064934431961
68,1,2.673068040063263,0.0404633,5142699.491996069,5145391.024022819,-9761049.550208194,-9755928.853631705,0.4839316119996274,0.03581700185664096,0.01882607300770339
69,2,3.3696281331346367,0.0452321,5143035.892032646,5145391.024022819,-9762830.662060887,-9755928.853631705,0.32884425969672676,0.04280839315901976,0.01460768104638069
70,14,2.1131544295617357,0.040624099999999996,5141017.669439986,5145391.024022819,-9754593.019742185,-9755928.853631705,-1.2743485825841168,-0.011867305044782794,0.03885208580995456
71,12,1.304907699324644,0.0492079,5143035.892032646,5145391.024022819,-9754370.380760597,-9755928.853631705,-0.986215846760852,-0.027155358695830155,0.04103661677710288
72,17,0.6009968545146422,0.07019360000000001,5144718.069916708,5145391.024022819,-9754815.658723768,-9755928.853631705,-0.5437400349959467,-0.06007026500416364,0.03631397449040183
73,11,3.1698167645942834,0.0662089,5152123.1748442445,5145391.024022819,-9757264.687521225,-9755928.853631705,-1.37491466691024,0.012886331555977062,-0.0649427509291024
74,5,1.1184863163714291,0.0323978,5143372.3039141605,5145391.024022819,-9754593.019742185,-9755928.853631705,-0.9862239502147832,-0.01787849321788693,0.02701808514861797
75,9,1.1314911840268165,0.030727800000000003,5124551.442325296,5123544.22570287,-9756596.770576466,-9758823.160392325,0.42484718030350416,-0.027996151832886864,-0.012665432301739473
76,14,2.5864272281567744,0.0366986,5126230.372129967,5123544.22570287,-9753925.102797426,-9758823.160392325,0.5016220797571752,-0.03217746977856076,-0.017646463685673935
77,2,2.113484514472612,0.053832500000000005,5127909.596372647,5123544.22570287,-9757487.326502806,-9758823.160392325,1.2738376944711212,-0.01575210627193299,-0.051476297499409664
78,3,1.5464366708498296,0.031209399999999998,5123544.22570287,5123544.22570287,-9755483.575668527,-9758823.160392325,-0.0,-0.031209399999999998,-0.0
79,12,0.6225367961735848,0.0445064,5124551.442325296,5123544.22570287,-9757932.604465984,-9758823.160392325,0.8467933397025116,-0.029480543096377602,-0.03334242372267834
80,20,2.238315534928329,0.028659399999999998,5127573.727961004,5123544.22570287,-9761494.828171365,-9758823.160392325,-0.9853179019806632,0.015837132499660456,-0.02388611401103575
81,1,2.6511724395492577,0.0453669,5124887.204739255,5123544.22570287,-9753257.185852665,-9758823.160392325,0.23675843045862635,-0.04410131772844502,-0.01064092995112463
82,10,1.6787636221345108,0.0443921,5126566.193418088,5123544.22570287,-9760826.911226604,-9758823.160392325,-0.9852936733352178,0.024531890423086015,-0.03699790392278596
83,0,2.3658808610000657,0.0248615,5128245.476568529,5123544.22570287,-9760826.911226604,-9758823.160392325,-1.1678957182477083,0.009747904209312935,-0.022870779299710348
84,18,2.1510667829924643,0.06099169999999999,5125894.562619369,5123544.22570287,-9754815.658723768,-9758823.160392325,0.530422224311506,-0.052611046727506224,-0.030855554299447543
85,13,2.8141753414195283,0.034656099999999995,5127909.596372647,5123544.22570287,-9763053.301042471,-9758823.160392325,-0.8011294979359472,0.024117041811910343,-0.024888020440616963
86,16,1.402931357459401,0.07347469999999999,5126566.193418088,5123544.22570287,-9758600.521410743,-9758823.160392325,1.4972556748134036,-0.005398508210016248,-0.07327610558153583
87,5,2.9555361488269045,0.029989599999999995,5129925.05435866,5123544.22570287,-9758600.521410743,-9758823.160392325,1.535918615839308,-0.0010457565511311176,-0.029971361353728427
88,11,1.1637181040996862,0.030177,5125894.562619369,5123544.22570287,-9759713.716318673,-9758823.160392325,-1.2086059334511754,0.010692416298300127,-0.02821920556471861
89,15,0.6923385051730767,0.0288283,5122872.806790696,5123544.22570287,-9757487.326502806,-9758823.160392325,-0.46574265625095107,-0.025757748619140937,0.012946399768396746
90,7,0.1554599312193803,0.028547700000000002,5123879.95280845,5123544.22570287,-9758823.160392325,-9758823.160392325,-1.5707963267948966,-1.748042471400945e-18,-0.028547700000000002
91,18,2.4875830506719483,0.028602999999999996,5148756.506035098,5145727.51885682,-9764166.495950405,-9768619.275582135,0.5973451080307929,-0.023649869095843185,-0.01608773758952704
92,8,1.653008618422993,0.0588632,5146064.025546592,5145727.51885682,-9765057.05187675,-9768619.275582135,0.09418584604278823,-0.05860230600443483,-0.005535887029427335
93,20,2.9555278267646186,0.030139,5152123.1748442445,5145727.51885682,-9768841.914563721,-9768619.275582135,-1.5359994090455338,0.0010485326758056233,-0.03012075530639575
94,9,1.6302167415352349,0.038822699999999995,5147746.736879433,5145727.51885682,-9765724.96882151,-9768619.275582135,0.6091481826260877,-0.03183988219677587,-0.022213147840534322
95,14,0.10285694627344563,0.056181100000000005,5145727.51885682,5145727.51885682,-9768841.914563721,-9768619.275582135,0.0,0.056181100000000005,0.0
96,17,2.209660386272735,0.043203,5146737.0744988695,5145727.51885682,-9763943.856968818,-9768619.275582135,0.21266336756924806,-0.04222973323663259,-0.009118598563532034
97,12,1.3193954943909412,0.0391064,5146737.0744988695,5145727.51885682,-9765947.607803097,-9768619.275582135,0.3612885641473911,-0.03658177367762058,-0.01382332650122053
98,0,1.5291612315447092,0.07990470000000001,5148756.506035098,5145727.51885682,-9769955.109471655,-9768619.275582135,-1.1554379897504434,0.03224297071694536,-0.07311054589753933
99,15,3.2141419273382765,0.0418326,5150439.692005302,5145727.51885682,-9763498.579005646,-9768619.275582135,0.7438753294950725,-0.03078251587453066,-0.028326721292699367
100,3,1.8097855068692807,0.045533699999999996,5144718.069916708,5145727.51885682,-9764834.412895164,-9768619.275582135,-0.2606399402779415,-0.04399581130641048,0.011733985818157579
101,4,2.668044195074781,0.0506534,5141017.669439986,5145727.51885682,-9765279.690858338,-9768619.275582135,-0.9540130010464555,-0.029298644683165547,0.0413201688197134
102,6,2.7488084627696385,0.0333207,5142699.491996069,5145727.51885682,-9763498.579005646,-9768619.275582135,-0.5340208843282223,-0.028681372644753293,0.016960186075123045
103,5,3.3489484251442105,0.029273700000000003,5149429.744809786,5145727.51885682,-9762385.384097714,-9768619.275582135,0.5359123853955767,-0.025169618001350976,-0.014947904246283799
104,7,2.8841365354972144,0.0331514,5146064.025546592,5145727.51885682,-9762385.384097714,-9768619.275582135,0.053927858097413274,-0.0331032060007763,-0.0017869175778887085
105,19,2.2640888308363536,0.030195,5142363.103803086,5145727.51885682,-9765057.05187675,-9768619.275582135,-0.7568482546789649,-0.021951877084189105,0.020732899398797393
106,2,3.228182117501428,0.032233099999999994,5140345.023284809,5145727.51885682,-9764166.495950405,-9768619.275582135,-0.8796468203688514,-0.020546129413728815,0.024836048432154163
107,6,2.3110776023856663,0.0326625,5143372.3039141605,5142363.103803086,-9763275.94002406,-9768173.997618962,0.2031972959491216,-0.03199051364084219,-0.006591353673191092
108,8,2.746726817782678,0.07106749999999999,5141017.669439986,5142363.103803086,-9762385.384097714,-9768173.997618962,-0.2283729275428045,-0.06922230641244247,0.016089184292310307
109,19,2.481624436832131,0.0432055,5146737.0744988695,5142363.103803086,-9765057.05187675,-9768173.997618962,0.9516557253157886,-0.02507368545022815,-0.03518558693830497
110,11,1.6777564615631737,0.038383600000000004,5145391.024022819,5142363.103803086,-9770177.748453243,-9768173.997618962,-0.986199641110387,0.02118249207864159,-0.032009417025280026
111,7,3.421664692449152,0.03751090000000001,5149766.382002468,5142363.103803086,-9767951.358637378,-9768173.997618962,1.5407323612480814,-0.001127556531820969,-0.03749394931288979
112,4,2.3536983866175767,0.0695441,5140345.023284809,5142363.103803086,-9763498.579005646,-9768173.997618962,-0.40747822122509797,-0.06385004538395919,0.027559999079759607
113,13,1.281403445036607,0.0453875,5145054.54104323,5142363.103803086,-9768841.914563721,-9768173.997618962,-1.32754671903583,0.010931934905665151,-0.044051310485254576
114,20,3.0906532195951595,0.0355301,5142699.491996069,5142363.103803086,-9761494.828171365,-9768173.997618962,0.05032125780977605,-0.035485124317353615,-0.0017871648474494474
115,14,1.1424712698258064,0.0326158,5142026.727452338,5142363.103803086,-9765724.96882151,-9768173.997618962,-0.1364968427118373,-0.032312432638514174,0.004438142248901435
116,10,2.24830973787117,0.056971100000000004,5143708.727641975,5142363.103803086,-9763498.579005646,-9768173.997618962,0.2802344740967743,-0.054748692349416775,-0.015757122873129914
117,1,0.30867953226166,0.0345211,5142363.103803086,5142363.103803086,-9767506.080674201,-9768173.997618962,-0.0,-0.0345211,-0.0
118,17,1.3049356912129697,0.0593072,5144718.069916708,5142363.103803086,-9769732.470490066,-9768173.997618962,-0.9861834315812595,0.032730256308201845,-0.049457803164307784
119,5,0.3275017883550745,0.0345038,5143035.892032646,5142363.103803086,-9768396.63660055,-9768173.997618962,-1.2512194757202844,0.010839881652378376,-0.03275681883520484
120,4,1.0381444756032858,0.047464400000000004,5126902.026485071,5127909.596372647,-9759713.716318673,-9757709.965484396,0.4659185479436833,0.04240513593988951,0.021323079357341696
121,9,3.4523748282215942,0.0603813,5123208.510364067,5127909.596372647,-9751921.351963148,-9757709.965484396,-0.6820914901315108,-0.046871340653971465,0.038065454351542446
122,16,2.8418474052314693,0.0480434,5124887.204739255,5127909.596372647,-9752366.62992632,-9757709.965484396,-0.5147697421172465,-0.04181726886951108,0.023653420637510754
123,6,2.3192974400166784,0.046267699999999995,5130596.968011496,5127909.596372647,-9753479.824834248,-9757709.965484396,0.5659656100902407,-0.039053233237949785,-0.02481018010721191
124,10,1.2447958758983388,0.027860000000000003,5129925.05435866,5127909.596372647,-9759491.077337084,-9757709.965484396,-0.8470457023220164,0.018448885550125277,-0.020876259769373896
125,5,1.4297390529337644,0.0326107,5130261.005288251,5127909.596372647,-9759713.716318673,-9757709.965484396,-0.8650559603327349,0.021151219260474766,-0.024821032981834603
126,20,1.6377876790302508,0.0583323,5124551.442325296,5127909.596372647,-9756596.770576466,-9757709.965484396,-1.2507055753781477,-0.018354415912686377,0.05536941971697125
127,12,1.3154333168870211,0.030345799999999996,5125894.562619369,5127909.596372647,-9759713.716318673,-9757709.965484396,0.788205701127062,0.021397393110785676,0.02151787967487739
128,18,1.1166685537782022,0.028432,5126566.193418088,5127909.596372647,-9755706.214650115,-9757709.965484396,-0.5906132026554247,-0.023615601027425822,0.015832940728539482
129,2,2.4062124837139507,0.0279236,5130932.942529749,5127909.596372647,-9753479.824834248,-9757709.965484396,0.6205338700283048,-0.022717751410021213,-0.016236724048664466
130,15,3.333984331929592,0.030359399999999998,5121530.110124676,5127909.596372647,-9754370.380760597,-9757709.965484396,-1.0885353361398051,-0.014080188205149077,0.026896867261218
131,19,2.0236058020361742,0.0307182,5123544.22570287,5127909.596372647,-9757932.604465984,-9757709.965484396,1.5198393148199458,0.0015646303557507802,0.030678326927814418
132,14,1.2100360166838398,0.0558976,5129589.1152213905,5127909.596372647,-9755706.214650115,-9757709.965484396,0.6975961840579202,-0.04283928099175883,-0.035907348688940126
133,11,1.5457318507544953,0.0342117,5127909.596372647,5127909.596372647,-9761049.550208194,-9757709.965484396,0.0,0.0342117,0.0
134,13,1.9166740539275111,0.0471151,5126230.372129967,5127909.596372647,-9761494.828171365,-9757709.965484396,0.4175761654909044,0.04306671623436076,0.019107344158701058
135,10,2.334167344941748,0.0230475,5146064.025546592,5141017.669439986,-9754593.019742185,-9754370.380760597,-1.5267061571054124,0.0010158389890676629,-0.023025102114828718
136,17,2.509001566871909,0.0290673,5146064.025546592,5141017.669439986,-9756374.131594874,-9754370.380760597,-1.1928193511771248,0.010727025473088068,-0.027015529863204973
137,3,0.7840832904347182,0.0243369,5139336.1428045975,5141017.669439986,-9754147.741779007,-9754370.380760597,-1.4391590993955186,-0.0031943977423223107,0.024126345033465932
138,18,2.18614408424287,0.026144,5145727.51885682,5141017.669439986,-9754815.658723768,-9754370.380760597,-1.4765346344255759,0.002460729864131211,-0.026027937769553946
139,5,0.630296073413128,0.0562672,5142363.103803086,5141017.669439986,-9754593.019742185,-9754370.380760597,-1.4068049954380166,0.0091860299317554,-0.055512292782165774
140,6,1.2814139162274159,0.0359712,5143708.727641975,5141017.669439986,-9755038.297705356,-9754370.380760597,-1.327513792985555,0.008665094807531633,-0.03491193723379567
141,1,1.0195314939221694,0.025603700000000004,5143035.892032646,5141017.669439986,-9755260.936686946,-9754370.380760597,-1.1552363759139497,0.010336272254356642,-0.023424579602926012
142,13,2.0314273584500433,0.0440159,5145391.024022819,5141017.669439986,-9754815.658723768,-9754370.380760597,-1.4693298681040863,0.00445847796629034,-0.04378951275173204
143,18,1.5504231705014342,0.029932099999999996,5147410.170890487,5147073.616764082,-9765502.329839924,-9768841.914563721,0.10043813625401354,-0.029781252067793078,-0.003001272344285059
144,1,2.609773381130414,0.0523952,5142363.103803086,5147073.616764082,-9765724.96882151,-9768841.914563721,-0.9862401722637657,-0.028913205943071597,0.04369534878146105
145,13,2.9267472827212884,0.040213099999999995,5150103.031067188,5147073.616764082,-9763275.94002406,-9768841.914563721,0.4984362950346556,-0.03532041912244726,-0.019223979937168626
146,5,2.06244010220528,0.0412361,5142699.491996069,5147073.616764082,-9769732.470490066,-9768841.914563721,1.3699451222272976,0.008226746106006981,0.04040713540598119
147,14,2.445351906300462,0.0433202,5150776.364818163,5147073.616764082,-9772626.777250694,-9768841.914563721,-0.7744318693400172,0.03096607816971391,-0.03029425243882357
148,0,1.7758139323735584,0.0383788,5146400.544093489,5147073.616764082,-9765057.05187675,-9768841.914563721,-0.17599294645133437,-0.03778596933259112,0.006719584141632833
149,10,3.4315737182634978,0.042493500000000003,5143035.892032646,5147073.616764082,-9762608.023079298,-9768841.914563721,-0.5747604029352897,-0.035665754034162736,0.02310089893109367
150,9,1.636327477317468,0.0359552,5145391.024022819,5147073.616764082,-9765724.96882151,-9768841.914563721,-0.4949946587793675,-0.031639542182741474,0.01707968903424541
151,20,0.9924809037088408,0.0402339,5145391.024022819,5147073.616764082,-9770177.748453243,-9768841.914563721,0.899777408934168,0.025016807928809743,0.03151072881199422
152,11,1.6081242999337708,0.0318417,5143708.727641975,5147073.616764082,-9767951.358637378,-9768841.914563721,-1.312067099198881,-0.008146771637440195,0.03078187731080416
153,16,1.2727154019128248,0.038768800000000006,5146400.544093489,5147073.616764082,-9766170.246784685,-9768841.914563721,-0.24679409849817543,-0.037594128386131805,0.009471080420260363
154,2,2.1986534213401683,0.0297214,5148756.506035098,5147073.616764082,-9764389.13493199,-9768841.914563721,0.3613468372257222,-0.027802037132602656,-0.010507537734283092
155,6,1.737679095082193,0.0396913,5143372.3039141605,5147073.616764082,-9769509.831508482,-9768841.914563721,1.3922636096813072,0.0070486114307364445,0.03906041951372888
156,19,1.6527776910406082,0.0483647,5147410.170890487,5147073.616764082,-9765279.690858338,-9768841.914563721,0.09419904482319151,-0.04815027750962138,-0.004549173753161046
157,8,2.2363880599944403,0.044731599999999996,5142363.103803086,5147073.616764082,-9767728.71965579,-9768841.914563721,-1.3387325127257268,-0.010287664257504069,0.04353251661327281
158,14,2.4457924053944025,0.034801900000000004,5147410.170890487,5143708.727641975,-9761940.10613454,-9765724.96882151,0.7742556871425348,-0.02488132759280985,-0.02433293613251963
159,0,1.9793364896786885,0.0333194,5143035.892032646,5143708.727641975,-9761494.828171365,-9765724.96882151,-0.15773615601118596,-0.032905753805353634,0.005233907035996625
160,9,1.6375203187140992,0.0347045,5140345.023284809,5143708.727641975,-9764611.773913579,-9765724.96882151,-1.2511984797459363,-0.010903626300148158,0.032947128156437515
161,17,3.0601422791164503,0.026252800000000003,5149429.744809786,5143708.727641975,-9762385.384097714,-9765724.96882151,1.0424187519695995,-0.013234898531603903,-0.022672603924078702
162,3,0.6911749904091045,0.049552,5143035.892032646,5143708.727641975,-9767060.802711029,-9765724.96882151,0.4665889427740367,0.04425528362228535,0.022290593879730567
163,6,1.432786589846445,0.045808800000000004,5140681.340444658,5143708.727641975,-9766392.88576627,-9765724.96882151,1.3536500655805137,0.009869221113901622,0.04473303736663674
164,18,0.43810282765825215,0.0365124,5143035.892032646,5143708.727641975,-9766392.88576627,-9765724.96882151,0.7890667318362509,0.025723276406911046,0.025912707397214473
165,16,1.4584200561080307,0.028567900000000004,5140681.340444658,5143708.727641975,-9764834.412895164,-9765724.96882151,-1.2846999130643177,-0.008062131869569153,0.02740669516975145
166,12,1.1152891246764105,0.029782299999999998,5145054.54104323,5143708.727641975,-9763721.217987232,-9765724.96882151,0.5914426624133343,-0.024723394343364534,-0.016605395672265405
167,7,1.7133530912993038,0.032994,5140345.023284809,5143708.727641975,-9764166.495950405,-9765724.96882151,-1.1369205293247737,-0.013870368435984173,0.029936882193208666
168,19,0.6365579935913774,0.050376800000000006,5143372.3039141605,5143708.727641975,-9767060.802711029,-9765724.96882151,0.24671483033645927,0.04885138827030195,0.012303001353499307
169,8,3.3701595828185185,0.028209500000000002,5141354.010272139,5143708.727641975,-9758823.160392325,-9765724.96882151,-0.32879045006426866,-0.02669841857211416,0.009108805410051853
